filename,set,dominant_heuristic,instance_type,n_items,capacity,weight_min,weight_max,profit_min,profit_max,w_mean,w_median,w_std,p_mean,p_median,p_std,wp_corr_raw,wp_corr,capacity_ratio
DEF_EASY_200_024.kp,Set-200-128,DEF,easy,200,128,1,64,1,100,0.586,0.578,0.262,0.472,0.465,0.277,-0.022,0.489,0.017
DEF_EASY_200_025.kp,Set-200-128,DEF,easy,200,128,1,64,2,100,0.638,0.703,0.261,0.523,0.535,0.283,-0.043,0.478,0.016
DEF_EASY_200_026.kp,Set-200-128,DEF,easy,200,128,2,64,2,100,0.608,0.617,0.253,0.498,0.46,0.292,-0.043,0.478,0.016
DEF_EASY_200_027.kp,Set-200-128,DEF,easy,200,128,1,63,1,100,0.592,0.619,0.269,0.499,0.505,0.293,-0.081,0.46,0.017
DEF_EASY_200_028.kp,Set-200-128,DEF,easy,200,128,1,64,1,100,0.601,0.602,0.25,0.508,0.495,0.281,-0.009,0.495,0.017
DEF_EASY_200_029.kp,Set-200-128,DEF,easy,200,128,1,64,1,100,0.568,0.531,0.268,0.49,0.465,0.304,0.114,0.557,0.018
DEF_EASY_200_030.kp,Set-200-128,DEF,easy,200,128,1,64,2,100,0.601,0.594,0.263,0.501,0.495,0.294,0.007,0.503,0.017
DEF_EASY_200_031.kp,Set-200-128,DEF,easy,200,128,2,64,1,100,0.602,0.617,0.246,0.496,0.49,0.288,-0.057,0.471,0.017
DEF_EASY_200_032.kp,Set-200-128,DEF,easy,200,128,1,64,1,100,0.584,0.609,0.253,0.499,0.505,0.283,-0.067,0.466,0.017
DEF_EASY_200_033.kp,Set-200-128,DEF,easy,200,128,1,64,1,100,0.637,0.695,0.262,0.503,0.505,0.294,0.084,0.542,0.016
DEF_EASY_200_034.kp,Set-200-128,DEF,easy,200,128,1,64,2,100,0.595,0.602,0.259,0.476,0.435,0.308,0.105,0.553,0.017
DEF_EASY_200_035.kp,Set-200-128,DEF,easy,200,128,1,64,1,100,0.587,0.578,0.26,0.476,0.45,0.295,0.045,0.523,0.017
DEF_EASY_200_036.kp,Set-200-128,DEF,easy,200,128,1,64,1,100,0.587,0.602,0.258,0.466,0.47,0.287,-0.025,0.487,0.017
DEF_EASY_200_037.kp,Set-200-128,DEF,easy,200,128,1,64,1,100,0.617,0.625,0.238,0.478,0.455,0.295,-0.034,0.483,0.016
DEF_EASY_200_038.kp,Set-200-128,DEF,easy,200,128,1,64,1,100,0.619,0.641,0.253,0.502,0.495,0.288,-0.068,0.466,0.016
DEF_EASY_200_039.kp,Set-200-128,DEF,easy,200,128,1,64,1,100,0.603,0.625,0.255,0.494,0.48,0.303,0.089,0.545,0.017
DEF_EASY_200_040.kp,Set-200-128,DEF,easy,200,128,1,63,1,100,0.613,0.643,0.256,0.496,0.505,0.304,0.051,0.525,0.017
DEF_EASY_200_041.kp,Set-200-128,DEF,easy,200,128,1,64,1,100,0.616,0.664,0.26,0.485,0.47,0.298,-0.061,0.469,0.016
DEF_EASY_200_042.kp,Set-200-128,DEF,easy,200,128,1,64,2,100,0.622,0.672,0.263,0.553,0.6,0.287,0.02,0.51,0.016
DEF_EASY_200_043.kp,Set-200-128,DEF,easy,200,128,2,64,1,100,0.576,0.578,0.259,0.488,0.47,0.304,0.036,0.518,0.017
DEF_EASY_200_044.kp,Set-200-128,DEF,easy,200,128,2,64,1,99,0.62,0.617,0.252,0.466,0.449,0.281,-0.009,0.496,0.016
DEF_EASY_200_045.kp,Set-200-128,DEF,easy,200,128,1,64,1,99,0.624,0.656,0.255,0.495,0.48,0.291,0.051,0.525,0.016
DEF_EASY_200_046.kp,Set-200-128,DEF,easy,200,128,3,64,2,100,0.631,0.648,0.251,0.504,0.505,0.294,-0.145,0.428,0.016
DEF_EASY_200_047.kp,Set-200-128,DEF,easy,200,128,1,64,1,100,0.592,0.594,0.266,0.507,0.5,0.292,-0.046,0.477,0.017
DEF_EASY_200_048.kp,Set-200-128,DEF,easy,200,128,1,64,1,100,0.627,0.656,0.251,0.476,0.46,0.29,-0.09,0.455,0.016
DEF_EASY_200_049.kp,Set-200-128,DEF,easy,200,128,1,64,1,100,0.59,0.633,0.277,0.498,0.49,0.287,0.059,0.529,0.017
DEF_EASY_200_050.kp,Set-200-128,DEF,easy,200,128,2,64,1,100,0.616,0.641,0.243,0.515,0.54,0.298,0.051,0.525,0.016
DEF_EASY_200_051.kp,Set-200-128,DEF,easy,200,128,2,64,1,100,0.6,0.641,0.249,0.487,0.49,0.279,-0.028,0.486,0.017
DEF_EASY_200_052.kp,Set-200-128,DEF,easy,200,128,3,64,1,100,0.576,0.57,0.252,0.476,0.455,0.287,0.015,0.508,0.017
DEF_EASY_200_053.kp,Set-200-128,DEF,easy,200,128,1,64,1,100,0.578,0.578,0.25,0.505,0.51,0.295,-0.072,0.464,0.017
DEF_EASY_200_054.kp,Set-200-128,DEF,easy,200,128,1,64,2,100,0.604,0.641,0.247,0.497,0.5,0.295,0.041,0.52,0.017
DEF_EASY_200_055.kp,Set-200-128,DEF,easy,200,128,1,64,1,100,0.606,0.625,0.252,0.472,0.455,0.294,0.03,0.515,0.017
DEF_EASY_200_056.kp,Set-200-128,DEF,easy,200,128,1,64,1,100,0.556,0.547,0.263,0.487,0.5,0.282,-0.177,0.411,0.018
DEF_EASY_200_057.kp,Set-200-128,DEF,easy,200,128,1,64,1,100,0.587,0.609,0.266,0.507,0.47,0.304,0.09,0.545,0.017
DEF_EASY_200_058.kp,Set-200-128,DEF,easy,200,128,2,64,2,100,0.585,0.594,0.246,0.453,0.425,0.273,0.029,0.514,0.017
DEF_EASY_200_059.kp,Set-200-128,DEF,easy,200,128,1,64,1,100,0.601,0.625,0.246,0.505,0.49,0.303,0.041,0.52,0.017
DEF_EASY_200_060.kp,Set-200-128,DEF,easy,200,128,1,64,1,100,0.587,0.594,0.245,0.47,0.445,0.28,0.063,0.531,0.017
DEF_EASY_200_061.kp,Set-200-128,DEF,easy,200,128,1,64,1,100,0.599,0.594,0.242,0.521,0.515,0.295,-0.042,0.479,0.017
DEF_EASY_200_062.kp,Set-200-128,DEF,easy,200,128,1,64,1,100,0.592,0.625,0.271,0.494,0.45,0.305,-0.041,0.479,0.017
DEF_EASY_200_063.kp,Set-200-128,DEF,easy,200,128,3,64,1,100,0.625,0.656,0.243,0.486,0.465,0.296,0.057,0.529,0.016
DEF_EASY_200_064.kp,Set-200-128,DEF,easy,200,128,1,64,2,100,0.612,0.625,0.253,0.489,0.465,0.298,-0.145,0.428,0.016
DEF_EASY_200_065.kp,Set-200-128,DEF,easy,200,128,2,64,1,100,0.611,0.625,0.248,0.495,0.48,0.287,0.011,0.506,0.016
DEF_EASY_200_066.kp,Set-200-128,DEF,easy,200,128,1,64,1,100,0.623,0.641,0.23,0.523,0.52,0.291,-0.115,0.443,0.016
DEF_EASY_200_067.kp,Set-200-128,DEF,easy,200,128,1,64,2,100,0.615,0.656,0.258,0.49,0.48,0.274,0.131,0.565,0.016
DEF_EASY_200_068.kp,Set-200-128,DEF,easy,200,128,3,64,1,100,0.594,0.602,0.248,0.491,0.485,0.299,0.051,0.526,0.017
DEF_EASY_200_069.kp,Set-200-128,DEF,easy,200,128,1,64,2,100,0.595,0.625,0.271,0.485,0.485,0.272,-0.086,0.457,0.017
DEF_EASY_200_070.kp,Set-200-128,DEF,easy,200,128,1,64,1,100,0.604,0.625,0.265,0.492,0.49,0.286,0.064,0.532,0.017
DEF_EASY_200_071.kp,Set-200-128,DEF,easy,200,128,1,64,1,100,0.615,0.656,0.271,0.513,0.53,0.292,0.003,0.501,0.016
DEF_EASY_200_072.kp,Set-200-128,DEF,easy,200,128,1,64,1,100,0.586,0.617,0.251,0.485,0.48,0.298,0.006,0.503,0.017
DEF_EASY_200_073.kp,Set-200-128,DEF,easy,200,128,2,64,1,100,0.614,0.633,0.251,0.475,0.475,0.299,-0.046,0.477,0.016
DEF_EASY_200_074.kp,Set-200-128,DEF,easy,200,128,1,64,1,100,0.62,0.609,0.248,0.522,0.525,0.295,-0.009,0.496,0.016
DEF_EASY_200_075.kp,Set-200-128,DEF,easy,200,128,1,64,1,100,0.619,0.641,0.263,0.485,0.46,0.295,-0.036,0.482,0.016
DEF_EASY_200_076.kp,Set-200-128,DEF,easy,200,128,2,64,1,100,0.602,0.609,0.24,0.468,0.46,0.295,0.09,0.545,0.017
DEF_EASY_200_077.kp,Set-200-128,DEF,easy,200,128,2,64,1,98,0.606,0.609,0.253,0.485,0.474,0.298,-0.045,0.478,0.017
DEF_EASY_200_078.kp,Set-200-128,DEF,easy,200,128,1,64,1,100,0.601,0.594,0.256,0.459,0.44,0.287,-0.096,0.452,0.017
DEF_EASY_200_079.kp,Set-200-128,DEF,easy,200,128,5,64,1,100,0.632,0.656,0.25,0.486,0.45,0.297,-0.099,0.451,0.016
DEF_EASY_200_080.kp,Set-200-128,DEF,easy,200,128,2,64,1,100,0.616,0.656,0.259,0.507,0.5,0.294,-0.137,0.431,0.016
DEF_EASY_200_081.kp,Set-200-128,DEF,easy,200,128,1,64,1,100,0.594,0.594,0.27,0.488,0.46,0.287,-0.023,0.489,0.017
DEF_EASY_200_082.kp,Set-200-128,DEF,easy,200,128,2,64,1,100,0.609,0.641,0.262,0.494,0.495,0.298,0.077,0.538,0.016
DEF_EASY_200_083.kp,Set-200-128,DEF,easy,200,128,1,64,1,100,0.612,0.664,0.26,0.468,0.41,0.293,-0.066,0.467,0.016
DEF_EASY_200_084.kp,Set-200-128,DEF,easy,200,128,1,64,1,100,0.579,0.57,0.236,0.502,0.5,0.3,-0.208,0.396,0.017
DEF_EASY_200_085.kp,Set-200-128,DEF,easy,200,128,1,64,1,100,0.574,0.562,0.254,0.499,0.52,0.283,-0.045,0.477,0.017
DEF_EASY_200_086.kp,Set-200-128,DEF,easy,200,128,2,64,1,100,0.582,0.562,0.258,0.486,0.5,0.287,0.046,0.523,0.017
DEF_EASY_200_087.kp,Set-200-128,DEF,easy,200,128,1,64,1,100,0.574,0.555,0.246,0.49,0.49,0.289,-0.078,0.461,0.017
DEF_EASY_200_088.kp,Set-200-128,DEF,easy,200,128,1,63,1,100,0.626,0.619,0.256,0.516,0.505,0.294,0.017,0.508,0.016
DEF_EASY_200_089.kp,Set-200-128,DEF,easy,200,128,1,64,1,100,0.572,0.562,0.263,0.459,0.46,0.299,0.008,0.504,0.017
DEF_EASY_200_090.kp,Set-200-128,DEF,easy,200,128,1,64,1,100,0.611,0.609,0.251,0.512,0.45,0.29,-0.051,0.474,0.016
DEF_EASY_200_091.kp,Set-200-128,DEF,easy,200,128,2,64,1,100,0.577,0.602,0.254,0.487,0.47,0.287,0.146,0.573,0.017
DEF_EASY_200_092.kp,Set-200-128,DEF,easy,200,128,1,64,2,100,0.613,0.641,0.256,0.471,0.44,0.282,-0.019,0.49,0.016
DEF_EASY_200_093.kp,Set-200-128,DEF,easy,200,128,1,64,1,100,0.587,0.625,0.259,0.487,0.47,0.295,0.013,0.507,0.017
DEF_EASY_200_094.kp,Set-200-128,DEF,easy,200,128,2,64,1,100,0.604,0.594,0.241,0.477,0.455,0.291,-0.001,0.5,0.017
DEF_EASY_200_095.kp,Set-200-128,DEF,easy,200,128,4,64,1,100,0.619,0.641,0.249,0.478,0.48,0.306,-0.052,0.474,0.016
DEF_EASY_200_096.kp,Set-200-128,DEF,easy,200,128,2,64,1,100,0.589,0.594,0.255,0.527,0.53,0.292,0.113,0.557,0.017
DEF_EASY_200_097.kp,Set-200-128,DEF,easy,200,128,1,64,1,100,0.583,0.586,0.249,0.454,0.425,0.305,0.097,0.548,0.017
DEF_EASY_200_098.kp,Set-200-128,DEF,easy,200,128,1,64,3,100,0.627,0.672,0.255,0.531,0.545,0.271,0.046,0.523,0.016
DEF_EASY_200_099.kp,Set-200-128,DEF,easy,200,128,1,64,1,100,0.593,0.586,0.262,0.496,0.47,0.303,-0.135,0.432,0.017
MAXPW_EASY_200_000.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.451,0.375,0.315,0.491,0.48,0.344,0.057,0.529,0.022
MAXPW_EASY_200_001.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.475,0.484,0.309,0.496,0.51,0.344,0.146,0.573,0.021
MAXPW_EASY_200_002.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.473,0.461,0.307,0.504,0.5,0.322,0.008,0.504,0.021
MAXPW_EASY_200_003.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.417,0.375,0.276,0.49,0.49,0.326,0.025,0.512,0.024
MAXPW_EASY_200_004.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.474,0.477,0.307,0.479,0.46,0.325,0.104,0.552,0.021
MAXPW_EASY_200_005.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.473,0.469,0.309,0.503,0.5,0.328,0.13,0.565,0.021
MAXPW_EASY_200_006.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.492,0.484,0.314,0.483,0.46,0.333,0.01,0.505,0.02
MAXPW_EASY_200_007.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.437,0.391,0.298,0.517,0.57,0.331,0.161,0.58,0.023
MAXPW_EASY_200_008.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.487,0.5,0.312,0.493,0.465,0.329,0.073,0.537,0.021
MAXPW_EASY_200_009.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.446,0.391,0.295,0.481,0.475,0.333,0.003,0.502,0.022
MAXPW_EASY_200_010.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.416,0.344,0.302,0.48,0.465,0.335,0.131,0.565,0.024
MAXPW_EASY_200_011.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.444,0.398,0.294,0.479,0.47,0.342,0.007,0.504,0.022
MAXPW_EASY_200_012.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.479,0.484,0.308,0.52,0.53,0.336,0.104,0.552,0.021
MAXPW_EASY_200_013.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.445,0.406,0.292,0.505,0.5,0.335,0.039,0.519,0.022
MAXPW_EASY_200_014.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.463,0.406,0.307,0.519,0.545,0.344,0.149,0.574,0.022
MAXPW_EASY_200_015.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.444,0.406,0.296,0.495,0.5,0.335,0.016,0.508,0.023
MAXPW_EASY_200_016.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.439,0.391,0.301,0.516,0.51,0.346,0.128,0.564,0.023
MAXPW_EASY_200_017.kp,Set-200-128,MAXPW,easy,200,128,2,64,1,100,0.444,0.43,0.293,0.474,0.45,0.342,-0.037,0.482,0.023
MAXPW_EASY_200_018.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.425,0.398,0.295,0.526,0.53,0.323,0.106,0.553,0.024
MAXPW_EASY_200_019.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.471,0.469,0.303,0.535,0.55,0.337,0.021,0.511,0.021
MAXPW_EASY_200_020.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.466,0.438,0.307,0.484,0.49,0.324,0.104,0.552,0.021
MAXPW_EASY_200_021.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.463,0.422,0.306,0.471,0.415,0.329,-0.07,0.465,0.022
MAXPW_EASY_200_022.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.469,0.438,0.301,0.468,0.44,0.33,0.071,0.535,0.021
MAXPW_EASY_200_023.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.469,0.445,0.287,0.482,0.44,0.339,0.043,0.521,0.021
MAXPW_EASY_200_024.kp,Set-200-128,MAXPW,easy,200,128,3,64,1,100,0.459,0.43,0.31,0.52,0.56,0.339,0.157,0.579,0.022
MAXPW_EASY_200_025.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.434,0.391,0.295,0.506,0.515,0.347,0.046,0.523,0.023
MAXPW_EASY_200_026.kp,Set-200-128,MAXPW,easy,200,128,1,63,1,100,0.432,0.373,0.298,0.53,0.54,0.322,0.091,0.545,0.024
MAXPW_EASY_200_027.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.461,0.469,0.293,0.489,0.495,0.331,-0.048,0.476,0.022
MAXPW_EASY_200_028.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.493,0.461,0.302,0.488,0.48,0.332,0.083,0.542,0.02
MAXPW_EASY_200_029.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.421,0.383,0.3,0.507,0.51,0.322,0.112,0.556,0.024
MAXPW_EASY_200_030.kp,Set-200-128,MAXPW,easy,200,128,3,64,1,100,0.449,0.398,0.31,0.512,0.5,0.33,0.057,0.528,0.022
MAXPW_EASY_200_031.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.446,0.453,0.295,0.461,0.4,0.352,0.155,0.577,0.022
MAXPW_EASY_200_032.kp,Set-200-128,MAXPW,easy,200,128,2,64,1,100,0.49,0.484,0.317,0.523,0.555,0.34,0.034,0.517,0.02
MAXPW_EASY_200_033.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.45,0.391,0.283,0.493,0.53,0.336,0.035,0.517,0.022
MAXPW_EASY_200_034.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.451,0.43,0.301,0.489,0.455,0.342,0.059,0.53,0.022
MAXPW_EASY_200_035.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.444,0.406,0.311,0.496,0.515,0.34,0.076,0.538,0.023
MAXPW_EASY_200_036.kp,Set-200-128,MAXPW,easy,200,128,2,64,1,100,0.44,0.391,0.299,0.516,0.53,0.348,0.155,0.578,0.023
MAXPW_EASY_200_037.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.489,0.484,0.31,0.527,0.57,0.338,0.068,0.534,0.02
MAXPW_EASY_200_038.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.468,0.477,0.301,0.492,0.46,0.347,-0.013,0.494,0.021
MAXPW_EASY_200_039.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.444,0.391,0.302,0.481,0.44,0.347,0.11,0.555,0.023
MAXPW_EASY_200_040.kp,Set-200-128,MAXPW,easy,200,128,2,64,1,100,0.47,0.477,0.288,0.537,0.56,0.321,0.089,0.545,0.021
MAXPW_EASY_200_041.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.428,0.359,0.295,0.499,0.46,0.332,0.077,0.539,0.023
MAXPW_EASY_200_042.kp,Set-200-128,MAXPW,easy,200,128,1,63,1,100,0.417,0.341,0.298,0.52,0.545,0.334,0.148,0.574,0.024
MAXPW_EASY_200_043.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.446,0.414,0.296,0.538,0.565,0.328,-0.015,0.492,0.022
MAXPW_EASY_200_044.kp,Set-200-128,MAXPW,easy,200,128,3,64,1,100,0.459,0.438,0.284,0.482,0.46,0.325,0.023,0.511,0.022
MAXPW_EASY_200_045.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.467,0.438,0.326,0.484,0.52,0.336,0.21,0.605,0.021
MAXPW_EASY_200_046.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.445,0.422,0.307,0.502,0.53,0.344,0.171,0.585,0.022
MAXPW_EASY_200_047.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.486,0.5,0.302,0.493,0.495,0.335,0.039,0.519,0.021
MAXPW_EASY_200_048.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.437,0.391,0.307,0.516,0.5,0.322,0.152,0.576,0.023
MAXPW_EASY_200_049.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.484,0.484,0.318,0.509,0.515,0.328,0.056,0.528,0.021
MAXPW_EASY_200_050.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.475,0.422,0.311,0.496,0.485,0.33,0.127,0.563,0.021
MAXPW_EASY_200_051.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.45,0.422,0.29,0.493,0.53,0.341,-0.003,0.498,0.022
MAXPW_EASY_200_052.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.474,0.453,0.311,0.521,0.55,0.346,0.079,0.54,0.021
MAXPW_EASY_200_053.kp,Set-200-128,MAXPW,easy,200,128,2,64,1,100,0.454,0.414,0.297,0.555,0.6,0.33,0.061,0.531,0.022
MAXPW_EASY_200_054.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.474,0.484,0.307,0.517,0.53,0.328,0.092,0.546,0.021
MAXPW_EASY_200_055.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.478,0.453,0.314,0.472,0.42,0.337,0.064,0.532,0.021
MAXPW_EASY_200_056.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.443,0.422,0.298,0.452,0.405,0.335,0.004,0.502,0.023
MAXPW_EASY_200_057.kp,Set-200-128,MAXPW,easy,200,128,3,64,1,100,0.496,0.5,0.298,0.501,0.525,0.327,0.087,0.544,0.02
MAXPW_EASY_200_058.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.467,0.438,0.307,0.5,0.49,0.341,0.035,0.517,0.021
MAXPW_EASY_200_059.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.433,0.414,0.3,0.499,0.54,0.348,0.055,0.528,0.023
MAXPW_EASY_200_060.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.451,0.398,0.305,0.473,0.445,0.33,0.091,0.546,0.022
MAXPW_EASY_200_061.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.447,0.422,0.307,0.496,0.48,0.341,0.08,0.54,0.022
MAXPW_EASY_200_062.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.457,0.422,0.307,0.491,0.465,0.338,0.142,0.571,0.022
MAXPW_EASY_200_063.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.433,0.375,0.31,0.465,0.46,0.337,0.043,0.521,0.023
MAXPW_EASY_200_064.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.433,0.359,0.308,0.518,0.55,0.347,0.139,0.569,0.023
MAXPW_EASY_200_065.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.435,0.391,0.296,0.47,0.46,0.346,0.039,0.519,0.023
MAXPW_EASY_200_066.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.479,0.453,0.291,0.54,0.56,0.326,0.09,0.545,0.021
MAXPW_EASY_200_067.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.463,0.422,0.305,0.491,0.5,0.33,0.058,0.529,0.022
MAXPW_EASY_200_068.kp,Set-200-128,MAXPW,easy,200,128,2,64,1,100,0.47,0.469,0.297,0.491,0.455,0.343,0.009,0.505,0.021
MAXPW_EASY_200_069.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.439,0.406,0.302,0.487,0.485,0.343,0.176,0.588,0.023
MAXPW_EASY_200_070.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.45,0.414,0.308,0.473,0.45,0.329,0.125,0.562,0.022
MAXPW_EASY_200_071.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.454,0.414,0.284,0.475,0.43,0.326,0.078,0.539,0.022
MAXPW_EASY_200_072.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.447,0.391,0.309,0.511,0.515,0.336,0.071,0.536,0.022
MAXPW_EASY_200_073.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.482,0.5,0.32,0.5,0.49,0.334,-0.004,0.498,0.021
MAXPW_EASY_200_074.kp,Set-200-128,MAXPW,easy,200,128,3,64,1,100,0.474,0.453,0.317,0.491,0.49,0.333,0.134,0.567,0.021
MAXPW_EASY_200_075.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.426,0.375,0.298,0.483,0.52,0.344,0.117,0.558,0.023
MAXPW_EASY_200_076.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.43,0.383,0.293,0.495,0.475,0.339,0.035,0.518,0.023
MAXPW_EASY_200_077.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.468,0.461,0.312,0.468,0.405,0.352,0.058,0.529,0.021
MAXPW_EASY_200_078.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.481,0.5,0.314,0.503,0.5,0.343,0.076,0.538,0.021
MAXPW_EASY_200_079.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.45,0.406,0.296,0.515,0.56,0.325,0.093,0.546,0.022
MAXPW_EASY_200_080.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.454,0.453,0.3,0.51,0.5,0.329,0.01,0.505,0.022
MAXPW_EASY_200_081.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.458,0.469,0.3,0.473,0.46,0.336,0.123,0.561,0.022
MAXPW_EASY_200_082.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.446,0.414,0.309,0.501,0.495,0.339,0.051,0.525,0.022
MAXPW_EASY_200_083.kp,Set-200-128,MAXPW,easy,200,128,1,62,1,100,0.455,0.403,0.306,0.515,0.52,0.338,0.127,0.563,0.023
MAXPW_EASY_200_084.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.432,0.391,0.299,0.499,0.5,0.345,0.137,0.568,0.023
MAXPW_EASY_200_085.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.44,0.406,0.305,0.472,0.41,0.341,0.03,0.515,0.023
MAXPW_EASY_200_086.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.47,0.43,0.306,0.483,0.445,0.334,0.08,0.54,0.021
MAXPW_EASY_200_087.kp,Set-200-128,MAXPW,easy,200,128,2,64,1,100,0.494,0.508,0.301,0.505,0.495,0.314,0.091,0.545,0.02
MAXPW_EASY_200_088.kp,Set-200-128,MAXPW,easy,200,128,2,64,1,100,0.45,0.398,0.292,0.52,0.515,0.34,0.112,0.556,0.022
MAXPW_EASY_200_089.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.467,0.414,0.307,0.486,0.465,0.333,0.038,0.519,0.021
MAXPW_EASY_200_090.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.47,0.438,0.329,0.493,0.48,0.338,0.09,0.545,0.021
MAXPW_EASY_200_091.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.45,0.391,0.308,0.494,0.46,0.324,0.112,0.556,0.022
MAXPW_EASY_200_092.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.44,0.391,0.306,0.504,0.485,0.34,-0.009,0.495,0.023
MAXPW_EASY_200_093.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.449,0.438,0.302,0.481,0.445,0.337,0.032,0.516,0.022
MAXPW_EASY_200_094.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.476,0.469,0.31,0.49,0.46,0.354,0.253,0.627,0.021
MAXPW_EASY_200_095.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.491,0.5,0.298,0.494,0.505,0.335,0.072,0.536,0.02
MAXPW_EASY_200_096.kp,Set-200-128,MAXPW,easy,200,128,1,64,1,100,0.446,0.398,0.304,0.495,0.46,0.341,0.067,0.533,0.022
MAXPW_EASY_200_097.kp,Set-200-128,MAXPW,easy,200,128,2,64,1,100,0.441,0.414,0.302,0.528,0.53,0.325,0.011,0.505,0.023
